label,area_cm2,mass_g,mass_extracted_g,leaves_extracted,extractionFailed,rewashed,leaf_broken,slaOnly,region,site,species,indiv,notes
Ast_Alta_ 2_2,0.475161987,0.0024,0.04,5,,,no,,Ast,Alta,2,2,
Ast_Alta_ 2_3,0.3959683225,0.0044,0.043,2,,,yes,,Ast,Alta,2,3,
Ast_Alta_ 2_4,0.9767218623,0.0065,0.038,1,,,no,,Ast,Alta,2,4,
Ast_Alta_ 2_5,1.012718982,0.0041,0.047,3,,,no,,Ast,Alta,2,5,
Ast_Alta_ 2_6,0.5615550756,0.0022,0.042,2,,,yes,,Ast,Alta,2,6,
Ast_Alta_ 2_7,0.5975521958,0.0065,0.046,3,,,no,,Ast,Alta,2,7,
Ast_Alta_ 2_8,1.154307655,0.0022,0.05,5,,,no,,Ast,Alta,2,8,
Ast_Alta_ 2_9,0.3815694744,0.0099,0.043,2,,,no,,Ast,Alta,2,9,
Ast_Alta_ 2_10,0.9959203264,0.0031,0.05,4,,,yes,,Ast,Alta,2,10,
Ast_school_1_1,0.33,0.0028,0.047,5,,,,,Ast,school,1,1,
Ast_school_1_2,0.21,0.0024,0.034,6,,,,,Ast,school,1,2,
Ast_school_1_3,0.25,0.0023,0.035,7,,,,,Ast,school,1,3,
Ast_school_1_4,0.26,0.0025,0.032,8,,,,,Ast,school,1,4,
Ast_school_1_5,0.12,0.0013,0.036,10,,,,,Ast,school,1,5,
Ast_school_1_6,0.31,0.0033,0.039,4,,,,,Ast,school,1,6,
Ast_school_1_7,0.18,0.0018,0.037,3,,,,,Ast,school,1,7,
Ast_school_1_8,0.26,0.0025,0.032,7,,,,,Ast,school,1,8,
Ast_school_1_9,0.14,0.0014,0.035,8,,,,,Ast,school,1,9,
Ast_school_1_10,0.16,0.0018,0.045,6,,,,,Ast,school,1,10,
