startTime,label,indiv,xcoord,ycoord,sidePlantSampled,phenology,circumStem,width,plantMeasurements__width2,plantMeasurements__height,height_sample,endTime
2018-06-29T19:31:49.960Z,2_1_5_6,6,18,47,,flowering,NA,88,74,90,52,2018-08-26T20:18:47.390Z
2018-06-29T19:39:10.167Z,2_1_5_7,7,38,3,,vegetative,NA,40,36,60,50,2018-08-26T20:18:47.390Z
2018-06-29T19:45:29.111Z,2_1_5_8,8,38,34,,vegetative,NA,208,100,100,63,2018-08-26T20:18:47.390Z
2018-06-29T19:50:35.555Z,2_1_5_9,9,21,50,,flowering,NA,87,100,120,100,2018-08-26T20:18:47.390Z
2018-06-29T20:01:09.208Z,2_1_6_1,1,46,9,,vegetative,NA,NA,NA,NA,50,2018-08-26T20:18:47.390Z
2018-06-29T21:44:55.645Z,2_1_6_10,10,8,27,,fruiting,NA,NA,NA,54,53,2018-08-26T20:18:47.390Z
2018-06-29T20:09:36.915Z,2_1_6_2,2,48,46,,fruiting,NA,116,73,55,45,2018-08-26T20:18:47.390Z
2018-06-29T20:17:39.815Z,2_1_6_3,3,32,6,,fruiting,NA,NA,NA,65,44,2018-08-26T20:18:47.390Z
2018-06-29T20:23:20.403Z,2_1_6_4,4,30,24,,fruiting,NA,110,67,79,54,2018-08-26T20:18:47.390Z
2018-06-29T20:28:51.328Z,2_1_6_5,5,42,34,,fruiting,NA,55,43,45,40,2018-08-26T20:18:47.390Z
2018-06-29T20:33:49.534Z,2_1_6_6,6,24,10,,vegetative,NA,NA,NA,54,50,2018-08-26T20:18:47.390Z
2018-06-29T20:38:39.928Z,2_1_6_7,7,40,2,,vegetative,NA,14,17,16,14,2018-08-26T20:18:47.390Z
2018-06-29T20:43:13.536Z,2_1_6_8,8,23,34,,vegetative,NA,27,28,24,24,2018-08-26T20:18:47.390Z
2018-06-29T20:50:59.158Z,2_1_6_9,9,4,24,,fruiting,NA,NA,NA,69,63,2018-08-26T20:18:47.390Z
2018-08-09T17:38:56.158Z,2_2_1_1,1,4,35,north,vegetative,45,300,470,810,94,2018-08-10T22:59:33.981Z
2018-08-09T19:04:58.642Z,2_2_1_10,10,18,4,north,fruiting,87,350,300,2260,180,2018-08-10T22:59:33.981Z
2018-08-09T17:45:52.855Z,2_2_1_2,2,15,43,west,fruiting,217,820,850,3260,100,2018-08-10T22:59:33.981Z
2018-08-09T17:57:32.359Z,2_2_1_3,3,22,47,east,vegetative,77,340,400,1000,126,2018-08-10T22:59:33.981Z
2018-08-09T18:04:56.549Z,2_2_1_4,4,31,35,north,vegetative,187,900,770,2060,130,2018-08-10T22:59:33.981Z
2018-08-09T18:15:20.486Z,2_2_1_5,5,38,27,east,fruiting,240,500,500,1400,100,2018-08-10T22:59:33.981Z
2018-08-09T18:30:30.265Z,2_2_1_6,6,50,29,west,fruiting,99,500,530,1660,150,2018-08-10T22:59:33.981Z
2018-08-09T18:36:19.248Z,2_2_1_7,7,44,21,north,fruiting,100,330,300,1960,100,2018-08-10T22:59:33.981Z
2018-08-09T18:43:50.174Z,2_2_1_8,8,23,18,south,fruiting,103,700,700,2060,140,2018-08-10T22:59:33.981Z
2018-08-09T18:55:53.210Z,2_2_1_9,9,25,10,north,fruiting,145,800,800,2260,165,2018-08-10T22:59:33.981Z
2018-08-09T19:14:51.447Z,2_2_2_1,1,11,17,west,vegetative,34,400,350,950,280,2018-08-10T22:59:33.981Z
2018-08-09T20:49:55.864Z,2_2_2_10,10,21,43,NA,vegetative,8,200,160,320,230,2018-08-10T22:59:33.981Z
2018-08-09T19:38:09.198Z,2_2_2_2,2,11,11,NA,vegetative,7,160,260,280,110,2018-08-10T22:59:33.981Z
2018-08-09T19:59:01.952Z,2_2_2_3,3,9,11,NA,vegetative,15,350,150,400,300,2018-08-10T22:59:33.981Z
2018-08-09T20:12:05.180Z,2_2_2_4,4,23,33,NA,vegetative,12,190,190,380,210,2018-08-10T22:59:33.981Z
2018-08-09T20:20:00.257Z,2_2_2_5,5,12,42,NA,vegetative,10,120,100,300,200,2018-08-10T22:59:33.981Z
2018-08-09T20:24:06.140Z,2_2_2_6,6,4,38,NA,vegetative,31,420,280,650,240,2018-08-10T22:59:33.981Z
2018-08-09T20:32:54.412Z,2_2_2_7,7,0,47,NA,vegetative,1,74,100,175,140,2018-08-10T22:59:33.981Z
2018-08-09T20:37:03.794Z,2_2_2_8,8,19,49,NA,vegetative,7,185,160,280,220,2018-08-10T22:59:33.981Z
2018-08-09T20:42:54.065Z,2_2_2_9,9,29,48,NA,vegetative,32,300,150,200,130,2018-08-10T22:59:33.981Z
2018-08-09T20:56:41.351Z,2_2_3_1,1,4,23,NA,fruiting,NA,23,23,117,80,2018-08-10T22:59:33.981Z
2018-08-09T21:51:03.808Z,2_2_3_10,10,24,37,NA,fruiting,NA,37,34,100,80,2018-08-10T22:59:33.981Z
2018-08-09T21:11:17.040Z,2_2_3_2,2,9,21,NA,fruiting,NA,30,25,100,60,2018-08-10T22:59:33.981Z
2018-08-09T21:19:38.854Z,2_2_3_3,3,11,20,NA,flowering,NA,30,29,100,50,2018-08-10T22:59:33.981Z
2018-08-09T21:25:10.817Z,2_2_3_4,4,12,23,NA,flowering,NA,27,25,110,60,2018-08-10T22:59:33.981Z
2018-08-09T21:29:13.871Z,2_2_3_5,5,6,30,NA,fruiting,NA,35,30,186,80,2018-08-10T22:59:33.981Z
2018-08-09T21:36:42.237Z,2_2_3_6,6,6,12,NA,flowering,NA,31,30,144,80,2018-08-10T22:59:33.981Z
2018-08-09T21:40:08.970Z,2_2_3_7,7,5,11,NA,flowering,NA,33,30,116,80,2018-08-10T22:59:33.981Z
2018-08-09T21:43:00.359Z,2_2_3_8,8,24,28,NA,flowering,NA,33,28,100,85,2018-08-10T22:59:33.981Z
2018-08-09T21:48:14.735Z,2_2_3_9,9,24,30,NA,flowering,NA,29,24,112,80,2018-08-10T22:59:33.981Z
2018-08-09T21:54:46.148Z,2_2_4_1,1,1,26,NA,vegetative,NA,14,13,50,40,2018-08-10T22:59:33.981Z
2018-08-10T19:31:07.642Z,2_2_4_10,10,3,23,NA,fruiting,NA,36,31,81,76,2018-08-10T22:59:33.981Z
2018-08-10T18:42:02.033Z,2_2_4_2,2,6,0,NA,fruiting,NA,26,24,84,70,2018-08-10T22:59:33.981Z
2018-08-10T18:49:02.054Z,2_2_4_3,3,39,18,NA,fruiting,NA,23,20,43,41,2018-08-10T22:59:33.981Z
2018-08-10T18:58:05.084Z,2_2_4_4,4,44,27,NA,fruiting,NA,25,21,43,42,2018-08-10T22:59:33.981Z
2018-08-10T19:01:36.169Z,2_2_4_5,5,26,16,NA,fruiting,NA,23,21,50,40,2018-08-10T22:59:33.981Z
2018-08-10T19:08:11.021Z,2_2_4_6,6,17,21,NA,fruiting,NA,29,28,68,54,2018-08-10T22:59:33.981Z
2018-08-10T19:13:23.000Z,2_2_4_7,7,30,47,NA,fruiting,NA,28,25,38,33,2018-08-10T22:59:33.981Z
2018-08-10T19:19:29.816Z,2_2_4_8,8,32,10,NA,fruiting,NA,61,58,81,60,2018-08-10T22:59:33.981Z
2018-08-10T19:26:20.730Z,2_2_4_9,9,50,42,NA,vegetative,NA,23,15,22,19,2018-08-10T22:59:33.981Z
2018-08-10T19:37:04.040Z,2_2_5_1,1,1,26,NA,flowering,NA,14,14,93,60,2018-08-10T22:59:33.981Z
2018-08-10T20:46:56.332Z,2_2_5_10,10,39,39,NA,fruiting,NA,16,16,72,40,2018-08-10T22:59:33.981Z
2018-08-10T19:52:48.898Z,2_2_5_2,2,10,50,NA,flowering,NA,16,15,87,70,2018-08-10T22:59:33.981Z
2018-08-10T20:02:47.681Z,2_2_5_3,3,25,27,NA,fruiting,NA,19,19,81,60,2018-08-10T22:59:33.981Z
2018-08-10T20:10:38.612Z,2_2_5_4,4,40,45,NA,fruiting,NA,17,17,84,50,2018-08-10T22:59:33.981Z
2018-08-10T20:17:08.599Z,2_2_5_5,5,28,29,NA,fruiting,NA,12,11,65,45,2018-08-10T22:59:33.981Z
2018-08-10T20:21:16.382Z,2_2_5_6,6,46,40,NA,flowering,NA,20,18,80,53,2018-08-10T22:59:33.981Z
2018-08-10T20:26:18.844Z,2_2_5_7,7,28,30,NA,fruiting,NA,15,15,86,42,2018-08-10T22:59:33.981Z
2018-08-10T20:32:06.307Z,2_2_5_8,3,47,5,NA,flowering,NA,20,20,108,50,2018-08-10T22:59:33.981Z
2018-08-10T20:38:36.928Z,2_2_5_9,9,38,21,NA,fruiting,NA,20,16,88,50,2018-08-10T22:59:33.981Z
2018-08-10T20:49:43.150Z,2_2_6_1,1,10,27,NA,fruiting,NA,70,60,86,60,2018-08-10T22:59:33.981Z
2018-08-10T21:45:50.609Z,2_2_6_10,10,18,3,NA,fruiting,NA,57,40,73,45,2018-08-10T22:59:33.981Z
2018-08-10T21:05:40.270Z,2_2_6_2,2,7,29,NA,fruiting,NA,77,64,88,50,2018-08-10T22:59:33.981Z
2018-08-10T21:10:24.950Z,2_2_6_3,3,21,37,NA,fruiting,NA,45,40,86,50,2018-08-10T22:59:33.981Z
2018-08-10T21:15:17.805Z,2_2_6_4,4,41,24,NA,fruiting,NA,90,42,79,40,2018-08-10T22:59:33.981Z
2018-08-10T21:20:26.831Z,2_2_6_5,5,42,27,NA,fruiting,NA,55,45,53,35,2018-08-10T22:59:33.981Z
2018-08-10T21:24:52.088Z,2_2_6_6,6,31,45,NA,flowering,NA,107,97,109,60,2018-08-10T22:59:33.981Z
2018-08-10T21:29:02.841Z,2_2_6_7,7,32,27,NA,fruiting,NA,103,63,98,40,2018-08-10T22:59:33.981Z
2018-08-10T21:35:03.789Z,2_2_6_8,8,38,28,NA,fruiting,NA,32,30,90,35,2018-08-10T22:59:33.981Z
2018-08-10T21:41:36.939Z,2_2_6_9,9,37,18,NA,fruiting,NA,58,50,65,40,2018-08-10T22:59:33.981Z
2018-08-10T21:53:46.818Z,2_2_7_1,1,0,27,NA,fruiting,NA,105,80,130,50,2018-08-10T22:59:33.981Z
2018-08-10T22:54:16.944Z,2_2_7_10,10,24,30,NA,fruiting,NA,67,65,128,60,2018-08-10T22:59:33.981Z
2018-08-10T22:12:35.277Z,2_2_7_2,2,0,35,NA,fruiting,NA,40,37,120,42,2018-08-10T22:59:33.981Z
2018-08-10T22:15:33.359Z,2_2_7_3,3,18,5,NA,fruiting,NA,63,50,108,55,2018-08-10T22:59:33.981Z
2018-08-10T22:23:45.462Z,2_2_7_4,4,47,4,NA,vegetative,NA,60,46,71,69,2018-08-10T22:59:33.981Z
2018-08-10T22:28:02.801Z,2_2_7_5,5,6,3,NA,vegetative,NA,71,65,52,50,2018-08-10T22:59:33.981Z
2018-08-10T22:33:37.641Z,2_2_7_6,6,35,26,NA,fruiting,NA,63,48,118,50,2018-08-10T22:59:33.981Z
2018-08-10T22:39:22.911Z,2_2_7_7,7,6,30,NA,vegetative,NA,70,45,52,50,2018-08-10T22:59:33.981Z
2018-08-10T22:44:32.331Z,2_2_7_8,8,6,31,NA,fruiting,NA,113,113,117,52,2018-08-10T22:59:33.981Z
2018-08-10T22:48:50.239Z,2_2_7_9,9,13,22,NA,fruiting,NA,75,40,111,50,2018-08-10T22:59:33.981Z
2018-08-11T17:39:19.182Z,2_3_1_1,1,6,27,south,fruiting,NA,500,430,1590,95,2018-08-11T23:46:07.638Z
2018-08-11T18:40:02.329Z,2_3_1_10,10,35,32,east,fruiting,93,400,320,1560,230,2018-08-11T23:46:07.638Z
2018-08-11T17:45:50.479Z,2_3_1_2,2,9,27,west,fruiting,65,400,350,1060,144,2018-08-11T23:46:07.638Z
2018-08-11T17:52:06.417Z,2_3_1_3,3,4,10,east,fruiting,70,380,290,1660,175,2018-08-11T23:46:07.638Z
2018-08-11T17:58:35.361Z,2_3_1_4,4,4,6,NA,fruiting,40,210,203,670,95,2018-08-11T23:46:07.638Z
2018-08-11T18:04:49.050Z,2_3_1_5,5,0,7,west,fruiting,103,400,300,1360,147,2018-08-11T23:46:07.638Z
2018-08-11T18:12:22.031Z,2_3_1_6,6,45,0,west,fruiting,67,330,200,1360,220,2018-08-11T23:46:07.638Z
2018-08-11T18:16:38.659Z,2_3_1_7,7,48,6,south,fruiting,100,300,400,1760,150,2018-08-11T23:46:07.638Z
2018-08-11T18:27:20.042Z,2_3_1_8,8,40,24,west,fruiting,74,400,250,1260,160,2018-08-11T23:46:07.638Z
2018-08-11T18:33:15.506Z,2_3_1_9,9,35,29,north,fruiting,71,380,300,1310,205,2018-08-11T23:46:07.638Z
2018-08-11T18:48:50.177Z,2_3_2_1,1,3,30,west,fruiting,150,900,820,1160,200,2018-08-11T23:46:07.638Z
2018-08-11T20:00:49.874Z,2_3_2_10,10,0,0,west,vegetative,92,220,150,260,157,2018-08-11T23:46:07.638Z
2018-08-11T19:07:48.419Z,2_3_2_2,2,8,34,south,fruiting,52,230,230,520,150,2018-08-11T23:46:07.638Z
2018-08-11T19:13:00.680Z,2_3_2_3,3,33,35,north,fruiting,67,300,400,400,180,2018-08-11T23:46:07.638Z
2018-08-11T19:19:54.146Z,2_3_2_4,4,36,38,east,fruiting,58,700,500,700,150,2018-08-11T23:46:07.638Z
2018-08-11T19:27:14.709Z,2_3_2_5,5,39,39,west,fruiting,38,720,600,1260,145,2018-08-11T23:46:07.638Z
2018-08-11T19:30:38.878Z,2_3_2_6,6,48,30,west,fruiting,146,600,800,1360,90,2018-08-11T23:46:07.638Z
2018-08-11T19:37:54.278Z,2_3_2_7,7,25,20,east,fruiting,81,500,600,1360,170,2018-08-11T23:46:07.638Z
2018-08-11T19:49:28.514Z,2_3_2_8,8,35,12,north,fruiting,67,300,300,300,200,2018-08-11T23:46:07.638Z
2018-08-11T19:53:45.593Z,2_3_2_9,9,37,0,north,fruiting,61,600,500,1760,215,2018-08-11T23:46:07.638Z
2018-08-11T20:05:58.097Z,2_3_3_1,1,13,25,NA,flowering,NA,13,12,40,20,2018-08-11T23:46:07.638Z
2018-08-11T20:45:34.092Z,2_3_3_10,10,26,0,NA,flowering,NA,46,25,90,23,2018-08-11T23:46:07.638Z
2018-08-11T20:19:34.875Z,2_3_3_2,2,19,27,NA,flowering,NA,21,19,61,20,2018-08-11T23:46:07.638Z
2018-08-11T20:22:39.504Z,2_3_3_3,3,11,40,NA,flowering,NA,26,10,43,12,2018-08-11T23:46:07.638Z
2018-08-11T20:25:34.288Z,2_3_3_4,4,12,45,NA,flowering,NA,18,14,56,30,2018-08-11T23:46:07.638Z
2018-08-11T20:27:31.211Z,2_3_3_5,5,27,44,NA,flowering,NA,13,11,56,20,2018-08-11T23:46:07.638Z
2018-08-11T20:31:34.314Z,2_3_3_6,5,25,38,NA,flowering,NA,10,9,40,20,2018-08-11T23:46:07.638Z
2018-08-11T20:34:32.804Z,2_3_3_7,7,46,26,NA,flowering,NA,16,15,47,20,2018-08-11T23:46:07.638Z
2018-08-11T20:37:51.204Z,2_3_3_8,8,28,2,NA,flowering,NA,17,17,68,21,2018-08-11T23:46:07.638Z
2018-08-11T20:41:46.120Z,2_3_3_9,9,25,0,NA,flowering,NA,19,19,63,20,2018-08-11T23:46:07.638Z
2018-08-11T20:50:17.853Z,2_3_4_1,1,2,24,NA,flowering,NA,34,33,23,8,2018-08-11T23:46:07.638Z
2018-08-11T21:29:25.942Z,2_3_4_10,10,22,32,NA,flowering,NA,NA,NA,NA,NA,2018-08-11T23:46:07.638Z
2018-08-11T20:59:11.571Z,2_3_4_2,2,40,13,NA,flowering,NA,40,36,23,8,2018-08-11T23:46:07.638Z
2018-08-11T21:04:20.785Z,2_3_4_3,3,3,13,NA,flowering,NA,19,18,23,6,2018-08-11T23:46:07.638Z
2018-08-11T21:07:43.237Z,2_3_4_4,4,15,20,NA,flowering,NA,37,35,20,5,2018-08-11T23:46:07.638Z
2018-08-11T21:10:59.207Z,2_3_4_5,5,6,34,NA,flowering,NA,37,25,14,6,2018-08-11T23:46:07.638Z
2018-08-11T21:14:41.108Z,2_3_4_6,6,29,13,NA,flowering,NA,38,35,43,7,2018-08-11T23:46:07.638Z
2018-08-11T21:18:27.878Z,2_3_4_7,7,49,37,NA,flowering,NA,15,11,18,5,2018-08-11T23:46:07.638Z
2018-08-11T21:22:27.547Z,2_3_4_8,8,49,0,NA,flowering,NA,15,11,26,7,2018-08-11T23:46:07.638Z
2018-08-11T21:25:45.098Z,2_3_4_9,9,16,25,NA,flowering,NA,18,12,8,4,2018-08-11T23:46:07.638Z
2018-08-11T21:41:51.454Z,2_3_5_1,1,2,23,NA,flowering,NA,74,68,60,30,2018-08-11T23:46:07.638Z
2018-08-11T22:14:00.448Z,2_3_5_10,10,47,38,NA,fruiting,NA,31,16,29,13,2018-08-11T23:46:07.638Z
2018-08-11T21:42:53.977Z,2_3_5_2,2,10,26,NA,fruiting,NA,64,61,74,30,2018-08-11T23:46:07.638Z
2018-08-11T21:46:22.650Z,2_3_5_3,3,21,26,NA,vegetative,NA,70,57,43,21,2018-08-11T23:46:07.638Z
2018-08-11T21:50:08.924Z,2_3_5_4,4,25,22,NA,fruiting,NA,49,31,46,13,2018-08-11T23:46:07.638Z
2018-08-11T21:52:23.999Z,2_3_5_5,5,31,26,NA,vegetative,NA,57,44,21,18,2018-08-11T23:46:07.638Z
2018-08-11T21:57:16.535Z,2_3_5_6,6,23,11,NA,fruiting,NA,74,43,59,21,2018-08-11T23:46:07.638Z
2018-08-11T22:01:44.133Z,2_3_5_7,7,34,11,NA,fruiting,NA,76,43,76,30,2018-08-11T23:46:07.638Z
2018-08-11T22:06:13.097Z,2_3_5_8,8,47,13,NA,fruiting,NA,21,30,66,25,2018-08-11T23:46:07.638Z
2018-08-11T22:10:02.622Z,2_3_5_9,9,49,26,NA,fruiting,NA,90,63,89,30,2018-08-11T23:46:07.638Z
2018-08-11T22:18:03.586Z,2_3_6_1,1,6,22,NA,flowering,NA,80,63,60,30,2018-08-11T23:46:07.638Z
2018-08-11T22:57:55.233Z,2_3_6_10,10,15,50,NA,flowering,NA,103,85,57,30,2018-08-11T23:46:07.638Z
2018-08-11T22:29:13.931Z,2_3_6_2,2,11,19,NA,flowering,NA,86,82,46,20,2018-08-11T23:46:07.638Z
2018-08-11T22:32:38.056Z,2_3_6_3,3,15,34,NA,flowering,NA,93,61,42,20,2018-08-11T23:46:07.638Z
2018-08-11T22:37:36.047Z,2_3_6_4,4,16,35,NA,flowering,NA,63,44,31,13,2018-08-11T23:46:07.638Z
2018-08-11T22:40:53.295Z,2_3_6_5,5,10,37,NA,flowering,NA,54,51,35,15,2018-08-11T23:46:07.638Z
2018-08-11T22:44:03.604Z,2_3_6_6,6,7,38,NA,flowering,NA,54,39,44,12,2018-08-11T23:46:07.638Z
2018-08-11T22:47:27.852Z,2_3_6_7,7,15,38,NA,flowering,NA,70,51,44,20,2018-08-11T23:46:07.638Z
2018-08-11T22:50:38.961Z,2_3_6_8,8,16,44,NA,flowering,NA,98,93,56,23,2018-08-11T23:46:07.638Z
2018-08-11T22:55:18.770Z,2_3_6_9,9,15,48,NA,flowering,NA,87,87,75,30,2018-08-11T23:46:07.638Z
2018-08-11T23:02:57.869Z,2_3_7_1,1,26,14,NA,flowering,NA,83,75,58,30,2018-08-11T23:46:07.638Z
2018-08-11T23:43:06.923Z,2_3_7_10,10,35,17,NA,flowering,NA,90,90,59,40,2018-08-11T23:46:07.638Z
2018-08-11T23:12:33.616Z,2_3_7_2,2,28,15,NA,flowering,NA,61,55,65,40,2018-08-11T23:46:07.638Z
2018-08-11T23:15:56.594Z,2_3_7_3,3,15,30,NA,flowering,NA,128,100,68,30,2018-08-11T23:46:07.638Z
2018-08-11T23:19:28.719Z,2_3_7_4,4,34,15,NA,flowering,NA,22,21,49,24,2018-08-11T23:46:07.638Z
2018-08-11T23:23:25.388Z,2_3_7_5,5,33,16,NA,flowering,NA,40,33,51,30,2018-08-11T23:46:07.638Z
2018-08-11T23:30:12.045Z,2_3_7_6,6,38,18,NA,flowering,NA,54,62,57,23,2018-08-11T23:46:07.638Z
2018-08-11T23:31:57.436Z,2_3_7_7,7,42,25,NA,flowering,NA,120,116,68,40,2018-08-11T23:46:07.638Z
2018-08-11T23:34:14.843Z,2_3_7_8,8,45,31,NA,flowering,NA,80,50,71,40,2018-08-11T23:46:07.638Z
2018-08-11T23:38:23.367Z,2_3_7_9,9,38,25,NA,flowering,NA,70,58,73,40,2018-08-11T23:46:07.638Z
2018-07-04T16:51:02.363Z,3_1_1_1,1,25,26,,flowering,55,300,300,425,100,2018-07-07T20:19:07.179Z
2018-07-04T18:22:27.835Z,3_1_1_10,10,50,49,,vegetative,260,1000,1000,1060,130,2018-07-07T20:19:07.179Z
2018-07-04T17:04:17.719Z,3_1_1_2,2,22,22,,flowering,54,475,350,600,145,2018-07-07T20:19:07.179Z
2018-07-04T17:13:30.188Z,3_1_1_3,3,14,36,,fruiting,57,350,370,500,135,2018-07-07T20:19:07.179Z
2018-07-04T17:20:51.670Z,3_1_1_4,4,1,0,,flowering,160,320,400,1260,120,2018-07-07T20:19:07.179Z
2018-07-04T17:33:36.625Z,3_1_1_5,5,42,23,,flowering,NA,220,210,480,38,2018-07-07T20:19:07.179Z
2018-07-04T17:48:56.117Z,3_1_1_6,6,48,23,,flowering,NA,500,400,860,90,2018-07-07T20:19:07.179Z
2018-07-04T17:56:32.226Z,3_1_1_7,7,49,38,,fruiting,143,400,450,320,112,2018-07-07T20:19:07.179Z
2018-07-04T18:11:12.554Z,3_1_1_8,8,30,38,,flowering,NA,250,300,330,70,2018-07-07T20:19:07.179Z
2018-07-04T18:17:21.883Z,3_1_1_9,9,40,45,,flowering,NA,350,350,420,140,2018-07-07T20:19:07.179Z
2018-07-04T18:32:59.253Z,3_1_2_1,1,25,17,,flowering,NA,20,18,25,15,2018-07-07T20:19:07.179Z
2018-07-04T19:26:46.579Z,3_1_2_10,10,30,23,,flowering,NA,20,19,20,8,2018-07-07T20:19:07.179Z
2018-07-04T18:48:20.623Z,3_1_2_2,2,23,19,,flowering,NA,17,16,25,10,2018-07-07T20:19:07.179Z
2018-07-04T18:57:31.885Z,3_1_2_3,3,23,19,,flowering,NA,18,14,20,10,2018-07-07T20:19:07.179Z
2018-07-04T18:58:15.998Z,3_1_2_4,4,22,19,,flowering,NA,25,30,33,20,2018-07-07T20:19:07.179Z
2018-07-04T18:59:19.636Z,3_1_2_5,5,21,19,,flowering,NA,25,24,21,15,2018-07-07T20:19:07.179Z
2018-07-04T19:00:06.563Z,3_1_2_6,6,20,19,,flowering,NA,35,25,30,20,2018-07-07T20:19:07.179Z
2018-07-04T19:15:58.317Z,3_1_2_7,7,20,19,,flowering,NA,14,12,22,15,2018-07-07T20:19:07.179Z
2018-07-04T19:16:44.266Z,3_1_2_8,8,35,21,,flowering,NA,23,32,45,20,2018-07-07T20:19:07.179Z
2018-07-04T19:25:57.700Z,3_1_2_9,9,35,21,,flowering,NA,26,29,29,20,2018-07-07T20:19:07.179Z
2018-07-04T19:32:13.673Z,3_1_3_1,1,0,26,,flowering,NA,12,13,12,8,2018-07-07T20:19:07.179Z
2018-07-04T20:38:02.113Z,3_1_3_10,10,2,12,,flowering,NA,NA,NA,22,10,2018-07-07T20:19:07.179Z
2018-07-04T19:54:31.218Z,3_1_3_2,2,0,26,,flowering,NA,NA,NA,18,10,2018-07-07T20:19:07.179Z
2018-07-04T19:55:10.685Z,3_1_3_3,3,5,33,,flowering,NA,34,22,22,8,2018-07-07T20:19:07.179Z
2018-07-04T20:01:32.935Z,3_1_3_4,4,5,35,,flowering,NA,24,26,26,10,2018-07-07T20:19:07.179Z
2018-07-04T20:06:09.622Z,3_1_3_5,5,8,38,,flowering,NA,24,20,18,8,2018-07-07T20:19:07.179Z
2018-07-04T20:12:41.853Z,3_1_3_6,6,31,45,,flowering,NA,49,42,18,10,2018-07-07T20:19:07.179Z
2018-07-04T20:18:10.857Z,3_1_3_7,7,11,0,,flowering,NA,33,29,26,10,2018-07-07T20:19:07.179Z
2018-07-04T20:29:06.196Z,3_1_3_8,8,9,0,,flowering,NA,38,27,19,10,2018-07-07T20:19:07.179Z
2018-07-04T20:36:53.291Z,3_1_3_9,9,4,12,,flowering,NA,NA,NA,18,10,2018-07-07T20:19:07.179Z
2018-07-04T20:44:11.951Z,3_1_4_1,1,1,26,,flowering,NA,13,10,9,2,2018-07-07T20:19:07.179Z
2018-07-04T21:52:48.248Z,3_1_4_10,10,2,11,,flowering,NA,10,10,20,4,2018-07-07T20:19:07.179Z
2018-07-04T20:58:10.745Z,3_1_4_2,2,12,27,,flowering,NA,13,10,8,2,2018-07-07T20:19:07.179Z
2018-07-04T21:07:41.754Z,3_1_4_3,3,39,15,,flowering,NA,20,18,27,8,2018-07-07T20:19:07.179Z
2018-07-04T21:16:50.694Z,3_1_4_4,4,28,18,,flowering,NA,8,9,8,2,2018-07-07T20:19:07.179Z
2018-07-04T21:20:53.378Z,3_1_4_5,5,46,23,,flowering,NA,10,8,15,6,2018-07-07T20:19:07.179Z
2018-07-04T21:28:16.046Z,3_1_4_6,6,50,39,,flowering,NA,10,10,15,4,2018-07-07T20:19:07.179Z
2018-07-04T21:32:42.852Z,3_1_4_7,7,25,0,,flowering,NA,10,9,12,3,2018-07-07T20:19:07.179Z
2018-07-04T21:37:39.615Z,3_1_4_8,8,5,18,,flowering,NA,10,16,22,6,2018-07-07T20:19:07.179Z
2018-07-04T21:46:22.560Z,3_1_4_9,9,8,22,,flowering,NA,8,7,8,3,2018-07-07T20:19:07.179Z
2018-07-04T21:58:55.311Z,3_1_5_1,1,2,11,,flowering,NA,8,3,22,3,2018-07-07T20:19:07.179Z
2018-07-04T23:01:14.579Z,3_1_5_10,10,NA,NA,,flowering,NA,NA,NA,NA,NA,2018-07-07T20:19:07.179Z
2018-07-04T22:00:12.912Z,3_1_5_2,2,2,0,,flowering,NA,6,5,25,4,2018-07-07T20:19:07.179Z
2018-07-04T22:17:58.341Z,3_1_5_3,3,25,0,,flowering,NA,10,10,27,6,2018-07-07T20:19:07.179Z
2018-07-04T22:20:14.605Z,3_1_5_4,4,2,10,,flowering,NA,9,5,25,6,2018-07-07T20:19:07.179Z
2018-07-04T22:28:51.676Z,3_1_5_5,5,18,25,,flowering,NA,18,6,24,6,2018-07-07T20:19:07.179Z
2018-07-04T22:35:48.512Z,3_1_5_6,6,9,28,,flowering,NA,10,6,20,6,2018-07-07T20:19:07.179Z
2018-07-04T22:38:30.364Z,3_1_5_7,7,43,21,,flowering,NA,15,13,13,5,2018-07-07T20:19:07.179Z
2018-07-04T22:44:55.683Z,3_1_5_8,8,25,16,,flowering,NA,8,6,22,5,2018-07-07T20:19:07.179Z
2018-07-04T22:56:14.711Z,3_1_5_9,9,47,23,,flowering,NA,15,10,21,5,2018-07-07T20:19:07.179Z
2018-07-04T23:09:53.116Z,3_1_6_1,1,17,27,,flowering,NA,107,48,65,40,2018-07-07T20:19:07.179Z
2018-07-07T19:26:21.765Z,3_1_6_10,10,15,46,,flowering,NA,230,233,86,16,2018-07-07T20:19:07.179Z
2018-07-04T23:10:59.992Z,3_1_6_2,2,24,31,,flowering,NA,NA,NA,40,23,2018-07-07T20:19:07.179Z
2018-07-07T18:51:16.569Z,3_1_6_3,3,28,33,,flowering,NA,NA,NA,60,20,2018-07-07T20:19:07.179Z
2018-07-07T18:54:44.403Z,3_1_6_4,4,48,30,,flowering,NA,150,85,34,15,2018-07-07T20:19:07.179Z
2018-07-07T19:00:32.171Z,3_1_6_5,5,41,29,,flowering,NA,66,60,47,27,2018-07-07T20:19:07.179Z
2018-07-07T19:04:28.383Z,3_1_6_6,6,23,16,,flowering,NA,220,136,46,31,2018-07-07T20:19:07.179Z
