startTime,label,indiv,xcoord,ycoord,sidePlantSampled,phenology,circumStem,width,plantMeasurements__width2,plantMeasurements__height,height_sample,endTime
,1_1_1_1,1,14,5,,fruiting,4,1500,1500,520,31,2018-08-26T20:18:47.390Z
,1_1_1_2,2,1,5,,fruiting,3,240,158,775,600,2018-08-26T20:18:47.390Z
,1_1_1_3,3,24,13,,fruiting,4,1000,1000,910,44,2018-08-26T20:18:47.390Z
,1_1_1_4,4,25,25,,fruiting,NA,500,500,750,130,2018-08-26T20:18:47.390Z
,1_1_1_5,5,16,34,,fruiting,,320,270,400,160,2018-08-26T20:18:47.390Z
,1_1_1_6,6,6,38,,fruiting,,650,700,650,110,2018-08-26T20:18:47.390Z
,1_1_1_7,7,6,42,,fruiting,,700,650,750,52,2018-08-26T20:18:47.390Z
,1_1_2_1,1,17,21,,fruiting,,253,110,24,20,2018-08-26T20:18:47.390Z
,1_1_2_2,2,10,19,,vegetative,,66,61,13,11,2018-08-26T20:18:47.390Z
,1_1_2_3,3,3,26,,fruiting,,287,240,32,30,2018-08-26T20:18:47.390Z
,1_1_2_4,4,5,30,,fruiting,,201,165,26,24,2018-08-26T20:18:47.390Z
,1_1_2_5,5,8,32,,vegetative,,98,77,21,18,2018-08-26T20:18:47.390Z
,1_1_2_6,6,25,37,,fruiting,,600,385,39,24,2018-08-26T20:18:47.390Z
,1_1_2_7,7,36,33,,vegetative,,196,190,29,21,2018-08-26T20:18:47.390Z
,1_1_2_8,8,37,50,,vegetative,,210,200,27,24,2018-08-26T20:18:47.390Z
,1_1_2_9,9,47,25,,fruiting,,180,164,30,28,2018-08-26T20:18:47.390Z
,1_1_3_1,1,41,21,,flowering,,50,35,10,4,2018-08-26T20:18:47.390Z
,1_1_3_10,10,19,43,,flowering,,NA,NA,NA,5,2018-08-26T20:18:47.390Z
,1_1_3_2,2,20,21,,flowering,,12,8,7,4,2018-08-26T20:18:47.390Z
,1_1_3_3,3,46,37,,flowering,,8,5,7,4,2018-08-26T20:18:47.390Z
,1_1_3_4,4,2,19,,flowering,,12,10,10,4,2018-08-26T20:18:47.390Z
,1_1_3_5,5,50,13,,fruiting,,10,9,8,5,2018-08-26T20:18:47.390Z
,1_1_3_6,6,48,23,,flowering,,21,19,6,5,2018-08-26T20:18:47.390Z
,1_1_3_7,7,18,12,,flowering,,7,8,6,4,2018-08-26T20:18:47.390Z
,1_1_3_8,8,39,43,,flowering,,10,8,6,3,2018-08-26T20:18:47.390Z
,1_1_3_9,9,20,35,,flowering,,5,7,7,4,2018-08-26T20:18:47.390Z
,1_1_4_1,1,12,24,,flowering,,92,61,30,25,2018-08-26T20:18:47.390Z
,1_1_4_10,10,25,18,,flowering,,100,82,53,33,2018-08-26T20:18:47.390Z
,1_1_4_2,2,15,25,,flowering,,33,27,21,12,2018-08-26T20:18:47.390Z
,1_1_4_3,3,16,24,,flowering,,58,51,31,15,2018-08-26T20:18:47.390Z
,1_1_4_4,4,16,22,,flowering,,310,51,35,15,2018-08-26T20:18:47.390Z
,1_1_4_5,5,16,27,,flowering,,154,18,18,13,2018-08-26T20:18:47.390Z
,1_1_4_6,6,36,36,,flowering,,380,310,53,30,2018-08-26T20:18:47.390Z
,1_1_4_7,7,39,35,,flowering,,260,250,62,26,2018-08-26T20:18:47.390Z
,1_1_4_8,8,40,38,,flowering,,450,400,75,10,2018-08-26T20:18:47.390Z
,1_1_4_9,9,44,26,,flowering,,100,84,32,23,2018-08-26T20:18:47.390Z
,1_1_5_1,1,11,22,,flowering,,9,8,10,3,2018-08-26T20:18:47.390Z
,1_1_5_10,10,19,17,,flowering,,13,12,13,3,2018-08-26T20:18:47.390Z
,1_1_5_2,2,9,26,,flowering,,31,23,31,8,2018-08-26T20:18:47.390Z
,1_1_5_3,3,42,17,,flowering,,10,9,13,2,2018-08-26T20:18:47.390Z
,1_1_5_4,4,36,1,,flowering,,8,8,9,2,2018-08-26T20:18:47.390Z
,1_1_5_5,5,43,20,,flowering,,10,8,18,4,2018-08-26T20:18:47.390Z
,1_1_5_6,6,1,10,,flowering,,33,18,14,4,2018-08-26T20:18:47.390Z
,1_1_5_7,7,11,3,,flowering,,16,16,18,6,2018-08-26T20:18:47.390Z
,1_1_5_8,8,33,34,,flowering,,14,14,15,7,2018-08-26T20:18:47.390Z
,1_1_5_9,9,21,26,,flowering,,20,20,13,4,2018-08-26T20:18:47.390Z
,1_1_6_1,1,18,25,,flowering,,9,8,19,6,2018-08-26T20:18:47.390Z
,1_1_6_10,10,32,1,,flowering,,8,8,22,6,2018-08-26T20:18:47.390Z
,1_1_6_2,2,11,32,,flowering,,14,11,28,7,2018-08-26T20:18:47.390Z
,1_1_6_3,3,15,38,,flowering,,5,5,15,5,2018-08-26T20:18:47.390Z
,1_1_6_4,4,22,41,,flowering,,10,9,30,6,2018-08-26T20:18:47.390Z
,1_1_6_5,5,29,33,,flowering,,10,7,26,5,2018-08-26T20:18:47.390Z
,1_1_6_6,6,33,23,,flowering,,12,9,31,9,2018-08-26T20:18:47.390Z
,1_1_6_7,7,33,19,,flowering,,7,6,25,6,2018-08-26T20:18:47.390Z
,1_1_6_8,8,28,4,,flowering,,14,12,28,6,2018-08-26T20:18:47.390Z
,1_1_7_1,1,17,15,,flowering,,11,12,18,7,2018-08-26T20:18:47.390Z
,1_1_7_10,10,4,13,,flowering,,12,10,15,4,2018-08-26T20:18:47.390Z
,1_1_7_2,2,35,16,,flowering,,25,19,19,9,2018-08-26T20:18:47.390Z
,1_1_7_3,3,17,47,,flowering,,11,12,7,5,2018-08-26T20:18:47.390Z
,1_1_7_4,4,0,33,,flowering,,16,9,13,6,2018-08-26T20:18:47.390Z
,1_1_7_5,5,43,33,,flowering,,16,16,16,6,2018-08-26T20:18:47.390Z
,1_1_7_6,6,7,21,,flowering,,9,8,14,5,2018-08-26T20:18:47.390Z
,1_1_7_7,7,45,25,,flowering,,6,5,15,4,2018-08-26T20:18:47.390Z
,1_1_7_8,8,24,40,,flowering,,11,12,19,7,2018-08-26T20:18:47.390Z
,1_1_7_9,9,45,0,,flowering,,12,13,23,4,2018-08-26T20:18:47.390Z
2018-06-23T14:29:17.813Z,1_2_1_1,1,15,42,,flowering,,28,28,55,29,2018-08-26T20:18:47.390Z
2018-06-23T15:40:40.394Z,1_2_1_10,10,12,49,,flowering,,67,55,52,26,2018-08-26T20:18:47.390Z
2018-06-23T14:39:53.253Z,1_2_1_2,2,22,40,,flowering,,42,39,60,30,2018-08-26T20:18:47.390Z
2018-06-23T15:01:34.558Z,1_2_1_3,3,23,46,,flowering,,40,41,56,26,2018-08-26T20:18:47.390Z
2018-06-23T15:06:06.445Z,1_2_1_4,5,26,44,,flowering,,65,65,50,28,2018-08-26T20:18:47.390Z
2018-06-23T15:10:20.573Z,1_2_1_5,4,26,41,,flowering,,65,43,54,28,2018-08-26T20:18:47.390Z
2018-06-23T15:20:30.333Z,1_2_1_6,6,28,41,,flowering,,42,43,57,25,2018-08-26T20:18:47.390Z
2018-06-23T15:27:12.522Z,1_2_1_7,7,30,42,,flowering,,65,62,55,25,2018-08-26T20:18:47.390Z
2018-06-23T15:32:54.016Z,1_2_1_8,8,21,47,,flowering,,59,46,59,30,2018-08-26T20:18:47.390Z
2018-06-23T15:36:15.242Z,1_2_1_9,9,18,49,,flowering,,86,66,73,33,2018-08-26T20:18:47.390Z
2018-06-23T15:48:59.958Z,1_2_2_1,1,12,49,,flowering,,NA,NA,30,15,2018-08-26T20:18:47.390Z
2018-06-23T17:07:57.429Z,1_2_2_10,10,24,37,,flowering,,23,23,62,18,2018-08-26T20:18:47.390Z
2018-06-23T16:07:42.124Z,1_2_2_2,2,5,36,,flowering,,NA,NA,75,25,2018-08-26T20:18:47.390Z
2018-06-23T16:14:07.742Z,1_2_2_3,3,12,27,,flowering,,NA,NA,52,16,2018-08-26T20:18:47.390Z
2018-06-23T16:22:43.467Z,1_2_2_4,4,4,21,,flowering,,9,6,29,15,2018-08-26T20:18:47.390Z
2018-06-23T16:28:27.578Z,1_2_2_5,5,22,23,,flowering,,NA,NA,71,10,2018-08-26T20:18:47.390Z
2018-06-23T16:34:18.844Z,1_2_2_6,6,7,22,,flowering,,NA,NA,58,8,2018-08-26T20:18:47.390Z
2018-06-23T16:42:40.685Z,1_2_2_7,7,13,40,,flowering,,6,7,49,15,2018-08-26T20:18:47.390Z
2018-06-23T16:47:22.456Z,1_2_2_8,8,5,45,,flowering,,NA,NA,80,13,2018-08-26T20:18:47.390Z
2018-06-23T16:54:07.748Z,1_2_2_9,9,35,11,,flowering,,NA,NA,38,10,2018-08-26T20:18:47.390Z
2018-06-23T17:12:33.064Z,1_2_3_1,1,24,37,,flowering,,33,34,74,32,2018-08-26T20:18:47.390Z
2018-06-23T18:24:45.536Z,1_2_3_10,10,26,38,,flowering,,NA,NA,NA,NA,2018-08-26T20:18:47.390Z
2018-06-23T17:24:43.010Z,1_2_3_2,2,20,31,,flowering,,17,20,80,25,2018-08-26T20:18:47.390Z
2018-06-23T17:38:51.050Z,1_2_3_3,3,46,41,,flowering,,17,17,63,18,2018-08-26T20:18:47.390Z
2018-06-23T17:43:59.988Z,1_2_3_4,4,13,4,,flowering,,17,20,78,34,2018-08-26T20:18:47.390Z
2018-06-23T17:54:16.039Z,1_2_3_5,5,6,0,,flowering,,16,17,55,15,2018-08-26T20:18:47.390Z
2018-06-23T18:01:19.573Z,1_2_3_6,6,23,2,,flowering,,30,20,65,32,2018-08-26T20:18:47.390Z
2018-06-23T18:04:14.476Z,1_2_3_7,7,7,18,,flowering,,30,22,63,19,2018-08-26T20:18:47.390Z
2018-06-23T18:12:11.615Z,1_2_3_8,8,26,25,,flowering,,45,45,58,18,2018-08-26T20:18:47.390Z
2018-06-23T18:19:56.916Z,1_2_3_9,9,11,30,,flowering,,30,25,72,33,2018-08-26T20:18:47.390Z
2018-06-23T18:46:26.679Z,1_2_4_1,1,18,37,,vegetative,,200,200,92,52,2018-08-26T20:18:47.390Z
2018-06-23T19:42:26.751Z,1_2_4_10,10,42,6,,vegetative,,608,300,120,43,2018-08-26T20:18:47.390Z
2018-06-23T18:47:07.022Z,1_2_4_2,2,17,34,,vegetative,,214,100,95,50,2018-08-26T20:18:47.390Z
2018-06-23T18:52:34.938Z,1_2_4_3,3,19,26,,vegetative,,296,199,61,35,2018-08-26T20:18:47.390Z
2018-06-23T18:58:39.329Z,1_2_4_4,4,12,25,,fruiting,,122,102,41,31,2018-08-26T20:18:47.390Z
2018-06-23T19:05:40.148Z,1_2_4_5,5,0,25,,fruiting,,335,420,78,60,2018-08-26T20:18:47.390Z
2018-06-23T19:10:57.820Z,1_2_4_6,6,1,22,,vegetative,,226,246,60,50,2018-08-26T20:18:47.390Z
2018-06-23T19:19:52.414Z,1_2_4_7,7,27,34,,fruiting,,400,330,110,90,2018-08-26T20:18:47.390Z
2018-06-23T19:25:15.683Z,1_2_4_8,8,35,38,,fruiting,,210,100,83,60,2018-08-26T20:18:47.390Z
2018-06-23T19:34:38.804Z,1_2_4_9,9,44,23,,vegetative,,380,180,81,45,2018-08-26T20:18:47.390Z
2018-06-23T19:47:41.738Z,1_2_5_1,1,50,25,,vegetative,,600,600,2160,180,2018-08-26T20:18:47.390Z
2018-06-23T21:32:27.488Z,1_2_5_10,10,41,33,,vegetative,,250,250,1060,NA,2018-08-26T20:18:47.390Z
2018-06-23T20:23:16.094Z,1_2_5_2,2,42,19,,vegetative,,500,500,1310,NA,2018-08-26T20:18:47.390Z
2018-06-23T20:39:08.383Z,1_2_5_3,3,40,19,,vegetative,,500,400,1660,230,2018-08-26T20:18:47.390Z
2018-06-23T20:41:44.996Z,1_2_5_4,4,30,7,,vegetative,,400,400,1160,85,2018-08-26T20:18:47.390Z
2018-06-23T20:50:36.379Z,1_2_5_5,5,29,15,,vegetative,,450,450,1710,140,2018-08-26T20:18:47.390Z
2018-06-23T21:01:09.747Z,1_2_5_6,6,15,3,,vegetative,,280,250,1160,180,2018-08-26T20:18:47.390Z
2018-06-23T21:10:37.621Z,1_2_5_7,7,21,17,,vegetative,,380,350,110,168,2018-08-26T20:18:47.390Z
2018-06-23T21:18:22.157Z,1_2_5_8,8,25,21,,vegetative,,500,550,510,90,2018-08-26T20:18:47.390Z
2018-06-23T21:20:19.005Z,1_2_5_9,9,40,28,,vegetative,,400,350,1060,210,2018-08-26T20:18:47.390Z
2018-06-23T21:59:20.545Z,1_2_6_1,1,24,48,,vegetative,,400,250,460,170,2018-08-26T20:18:47.390Z
2018-06-23T22:56:03.176Z,1_2_6_10,10,3,30,,vegetative,,1100,500,1670,150,2018-08-26T20:18:47.390Z
2018-06-23T22:00:33.673Z,1_2_6_2,2,12,49,,vegetative,,250,250,1560,140,2018-08-26T20:18:47.390Z
2018-06-23T22:05:33.194Z,1_2_6_3,3,12,29,,vegetative,,500,400,1000,200,2018-08-26T20:18:47.390Z
2018-06-23T22:14:14.864Z,1_2_6_4,4,5,27,,NA,,450,500,1560,180,2018-08-26T20:18:47.390Z
2018-06-23T22:25:54.466Z,1_2_6_5,5,3,20,,vegetative,,250,250,420,140,2018-08-26T20:18:47.390Z
2018-06-23T22:32:10.547Z,1_2_6_6,6,17,28,,vegetative,,220,220,450,177,2018-08-26T20:18:47.390Z
2018-06-23T22:37:57.458Z,1_2_6_7,7,33,33,,vegetative,,220,200,410,198,2018-08-26T20:18:47.390Z
2018-06-23T22:41:56.443Z,1_2_6_8,8,25,34,,vegetative,,600,600,1660,160,2018-08-26T20:18:47.390Z
2018-06-23T22:48:52.330Z,1_2_6_9,9,16,41,,vegetative,,200,200,390,139,2018-08-26T20:18:47.390Z
2018-06-23T23:04:55.236Z,1_2_7_1,1,27,31,,vegetative,,56,40,140,93,2018-08-26T20:18:47.390Z
2018-06-24T00:10:44.133Z,1_2_7_10,10,21,3,,vegetative,,156,110,210,130,2018-08-26T20:18:47.390Z
2018-06-23T23:12:02.301Z,1_2_7_2,2,18,33,,vegetative,,59,88,200,160,2018-08-26T20:18:47.390Z
2018-06-23T23:15:40.589Z,1_2_7_3,3,29,29,,vegetative,,300,600,460,226,2018-08-26T20:18:47.390Z
2018-06-23T23:29:59.691Z,1_2_7_4,4,45,8,,vegetative,,60,50,140,120,2018-08-26T20:18:47.390Z
2018-06-23T23:36:18.248Z,1_2_7_5,5,2,11,,vegetative,,125,91,150,120,2018-08-26T20:18:47.390Z
2018-06-23T23:45:49.170Z,1_2_7_6,6,26,11,,vegetative,,75,53,113,107,2018-08-26T20:18:47.390Z
2018-06-23T23:51:54.619Z,1_2_7_7,7,10,25,,vegetative,,65,55,124,100,2018-08-26T20:18:47.390Z
2018-06-23T23:55:29.788Z,1_2_7_8,8,12,23,,vegetative,,110,91,220,130,2018-08-26T20:18:47.390Z
2018-06-24T00:01:30.415Z,1_2_7_9,9,43,32,,vegetative,,70,50,197,110,2018-08-26T20:18:47.390Z
2018-08-26T14:55:25.459Z,1_3_1_1,1,9,23,south,flowering,52,NA,NA,550,160,2018-08-26T20:18:47.390Z
2018-08-26T15:34:34.409Z,1_3_1_10,10,0,23,north,vegetative,20,NA,NA,280,150,2018-08-26T20:18:47.390Z
2018-08-26T14:59:55.634Z,1_3_1_2,2,5,25,north,flowering,43,NA,NA,620,130,2018-08-26T20:18:47.390Z
2018-08-26T15:04:10.074Z,1_3_1_3,3,8,38,north,vegetative,52,230,210,500,130,2018-08-26T20:18:47.390Z
2018-08-26T15:08:42.026Z,1_3_1_4,4,2,38,east,vegetative,14,NA,NA,230,115,2018-08-26T20:18:47.390Z
2018-08-26T15:12:51.515Z,1_3_1_5,5,8,47,south,fruiting,103,500,450,1000,45,2018-08-26T20:18:47.390Z
2018-08-26T15:17:55.376Z,1_3_1_6,6,14,20,NA,fruiting,58,NA,NA,420,120,2018-08-26T20:18:47.390Z
2018-08-26T15:22:23.398Z,1_3_1_7,7,15,9,south,fruiting,32,NA,NA,450,30,2018-08-26T20:18:47.390Z
2018-08-26T15:26:41.545Z,1_3_1_8,8,11,17,east,vegetative,NA,NA,NA,127,33,2018-08-26T20:18:47.390Z
2018-08-26T15:29:54.624Z,1_3_1_9,9,2,22,north,vegetative,40,NA,NA,400,78,2018-08-26T20:18:47.390Z
2018-08-26T15:37:59.213Z,1_3_2_1,1,11,23,NA,vegetative,NA,NA,NA,13,8,2018-08-26T20:18:47.390Z
2018-08-26T16:14:40.535Z,1_3_2_10,10,33,46,NA,fruiting,NA,NA,NA,6,4,2018-08-26T20:18:47.390Z
2018-08-26T15:47:35.666Z,1_3_2_2,2,18,25,NA,vegetative,NA,40,13,16,10,2018-08-26T20:18:47.390Z
2018-08-26T15:51:50.835Z,1_3_2_3,3,18,38,NA,fruiting,NA,NA,NA,21,19,2018-08-26T20:18:47.390Z
2018-08-26T15:54:49.180Z,1_3_2_4,4,4,22,NA,fruiting,NA,NA,NA,15,8,2018-08-26T20:18:47.390Z
2018-08-26T15:58:00.125Z,1_3_2_5,5,8,38,NA,vegetative,NA,NA,NA,10,6,2018-08-26T20:18:47.390Z
2018-08-26T16:01:06.472Z,1_3_2_6,6,7,36,NA,vegetative,NA,NA,NA,14,12,2018-08-26T20:18:47.390Z
2018-08-26T16:04:12.076Z,1_3_2_7,7,25,45,NA,fruiting,NA,NA,NA,12,8,2018-08-26T20:18:47.390Z
2018-08-26T16:07:42.509Z,1_3_2_8,8,22,50,NA,fruiting,NA,NA,NA,14,10,2018-08-26T20:18:47.390Z
2018-08-26T16:11:12.616Z,1_3_2_9,9,18,50,NA,fruiting,NA,NA,NA,10,8,2018-08-26T20:18:47.390Z
2018-08-26T16:18:29.534Z,1_3_3_1,1,16,25,NA,fruiting,NA,35,26,22,12,2018-08-26T20:18:47.390Z
2018-08-26T18:10:48.853Z,1_3_3_10,10,10,33,NA,fruiting,NA,35,35,18,9,2018-08-26T20:18:47.390Z
2018-08-26T17:35:36.464Z,1_3_3_2,2,20,25,NA,fruiting,NA,18,18,12,8,2018-08-26T20:18:47.390Z
2018-08-26T17:38:59.500Z,1_3_3_3,3,22,25,NA,fruiting,NA,35,33,17,10,2018-08-26T20:18:47.390Z
2018-08-26T17:42:27.785Z,1_3_3_4,4,22,30,NA,fruiting,NA,10,10,14,10,2018-08-26T20:18:47.390Z
2018-08-26T17:46:50.804Z,1_3_3_5,5,7,28,NA,fruiting,NA,58,55,22,15,2018-08-26T20:18:47.390Z
2018-08-26T17:55:29.992Z,1_3_3_6,6,25,16,NA,fruiting,NA,50,40,19,10,2018-08-26T20:18:47.390Z
2018-08-26T17:58:54.054Z,1_3_3_7,7,22,23,NA,fruiting,NA,34,29,23,10,2018-08-26T20:18:47.390Z
2018-08-26T18:02:06.071Z,1_3_3_8,8,29,8,NA,fruiting,NA,NA,NA,NA,NA,2018-08-26T20:18:47.390Z
2018-08-26T18:08:40.874Z,1_3_3_9,9,28,28,NA,fruiting,NA,19,18,14,6,2018-08-26T20:18:47.390Z
2018-08-26T18:15:12.567Z,1_3_4_1,1,11,25,NA,fruiting,NA,NA,NA,4,2,2018-08-26T20:18:47.390Z
2018-08-26T18:55:59.922Z,1_3_4_10,10,15,24,NA,fruiting,NA,NA,NA,6,2,2018-08-26T20:18:47.390Z
2018-08-26T18:27:55.486Z,1_3_4_2,2,10,23,NA,fruiting,NA,NA,NA,11,2,2018-08-26T20:18:47.390Z
2018-08-26T18:32:03.531Z,1_3_4_3,3,8,27,NA,fruiting,NA,NA,NA,11,2,2018-08-26T20:18:47.390Z
2018-08-26T18:34:47.753Z,1_3_4_4,4,26,30,NA,fruiting,NA,NA,NA,10,1,2018-08-26T20:18:47.390Z
2018-08-26T18:37:33.351Z,1_3_4_5,5,35,27,NA,fruiting,NA,NA,NA,5,1,2018-08-26T20:18:47.390Z
2018-08-26T18:40:22.784Z,1_3_4_6,6,38,21,NA,fruiting,NA,NA,NA,11,1,2018-08-26T20:18:47.390Z
2018-08-26T18:43:25.131Z,1_3_4_7,7,32,12,NA,fruiting,NA,NA,NA,10,2,2018-08-26T20:18:47.390Z
2018-08-26T18:46:52.647Z,1_3_4_8,8,14,9,NA,fruiting,NA,NA,NA,11,2,2018-08-26T20:18:47.390Z
2018-08-26T18:50:05.178Z,1_3_4_9,9,17,15,NA,fruiting,NA,NA,NA,14,3,2018-08-26T20:18:47.390Z
2018-08-26T19:45:44.079Z,1_3_5_1,1,16,25,NA,vegetative,NA,28,21,8,5,2018-08-26T20:18:47.390Z
2018-08-26T20:14:08.154Z,1_3_5_10,10,22,27,NA,fruiting,NA,NA,NA,4,4,2018-08-26T20:18:47.390Z
2018-08-26T19:47:04.696Z,1_3_5_2,2,18,25,NA,vegetative,NA,23,23,7,5,2018-08-26T20:18:47.390Z
2018-08-26T19:51:14.086Z,1_3_5_3,3,30,25,NA,vegetative,NA,NA,NA,4,3,2018-08-26T20:18:47.390Z
2018-08-26T19:54:27.295Z,1_3_5_4,4,37,23,NA,vegetative,NA,NA,NA,3,2,2018-08-26T20:18:47.390Z
2018-08-26T19:57:27.751Z,1_3_5_5,5,23,36,NA,vegetative,NA,NA,NA,5,2,2018-08-26T20:18:47.390Z
2018-08-26T20:00:30.570Z,1_3_5_6,6,10,29,NA,fruiting,NA,NA,NA,7,5,2018-08-26T20:18:47.390Z
2018-08-26T20:03:57.046Z,1_3_5_7,7,10,36,NA,fruiting,NA,NA,NA,5,3,2018-08-26T20:18:47.390Z
2018-08-26T20:07:17.902Z,1_3_5_8,8,18,40,NA,fruiting,NA,NA,NA,2,2,2018-08-26T20:18:47.390Z
2018-08-26T20:10:47.060Z,1_3_5_9,9,17,23,NA,fruiting,NA,NA,NA,7,5,2018-08-26T20:18:47.390Z
2018-06-29T00:06:52.166Z,2_1_1_1,1,4,16,,flowering,NA,22.86,16.51,40.64,35.56,2018-08-26T20:18:47.390Z
2018-06-29T00:43:26.716Z,2_1_1_10,10,9,26,,flowering,NA,15.24,25.4,73.66,40.64,2018-08-26T20:18:47.390Z
2018-06-29T00:17:29.136Z,2_1_1_2,2,5,15,,flowering,NA,26.67,16.51,55.88,33.02,2018-08-26T20:18:47.390Z
2018-06-29T00:21:26.020Z,2_1_1_3,3,5,14,,flowering,NA,17.78,15.24,60.96,38.1,2018-08-26T20:18:47.390Z
2018-06-29T00:24:04.096Z,2_1_1_4,4,2,22,,flowering,NA,12.7,10.16,43.18,25.4,2018-08-26T20:18:47.390Z
2018-06-29T00:27:31.550Z,2_1_1_5,5,7,25,,flowering,NA,22.86,15.24,50.8,33.02,2018-08-26T20:18:47.390Z
2018-06-29T00:31:30.017Z,2_1_1_6,6,8.5,25,,flowering,NA,20.32,12.7,48.26,33.02,2018-08-26T20:18:47.390Z
2018-06-29T00:35:50.021Z,2_1_1_7,7,10,24,,flowering,NA,15.24,10.16,25.4,17.78,2018-08-26T20:18:47.390Z
2018-06-29T00:36:38.037Z,2_1_1_8,8,10,25,,flowering,NA,20.32,12.7,43.18,30.48,2018-08-26T20:18:47.390Z
2018-06-29T00:42:46.543Z,2_1_1_9,9,10,25,,flowering,NA,20.32,10.16,50.8,40.64,2018-08-26T20:18:47.390Z
2018-06-29T00:44:23.156Z,2_1_2_1,1,9,8,,vegetative,NA,53,30,130,90,2018-08-26T20:18:47.390Z
2018-06-29T15:32:31.784Z,2_1_2_10,10,42,21,,vegetative,15,110,100,410,210,2018-08-26T20:18:47.390Z
2018-06-29T14:16:05.026Z,2_1_2_2,2,1,50,,vegetative,46,230,210,800,250,2018-08-26T20:18:47.390Z
2018-06-29T14:29:58.487Z,2_1_2_3,3,15,50,,fruiting,4,115,90,200,150,2018-08-26T20:18:47.390Z
2018-06-29T14:40:36.823Z,2_1_2_4,4,28,45,,fruiting,35,330,310,450,215,2018-08-26T20:18:47.390Z
2018-06-29T14:48:38.459Z,2_1_2_5,5,16,27,,fruiting,42,170,150,1500,200,2018-08-26T20:18:47.390Z
2018-06-29T14:53:21.088Z,2_1_2_6,6,21,0,,fruiting,9,80,78,218,110,2018-08-26T20:18:47.390Z
2018-06-29T15:09:12.663Z,2_1_2_7,7,2,26,,fruiting,45,210,200,900,220,2018-08-26T20:18:47.390Z
2018-06-29T15:16:18.780Z,2_1_2_8,8,1,19,,fruiting,66,410,390,2150,240,2018-08-26T20:18:47.390Z
2018-06-29T15:25:48.289Z,2_1_2_9,9,33,23,,fruiting,23,110,120,500,230,2018-08-26T20:18:47.390Z
2018-06-29T15:38:09.967Z,2_1_3_1,1,21,24,,vegetative,NA,45,28,30,25,2018-08-26T20:18:47.390Z
2018-06-29T16:30:30.843Z,2_1_3_10,10,6,4,,vegetative,NA,10,14,39,30,2018-08-26T20:18:47.390Z
2018-06-29T15:51:17.902Z,2_1_3_2,2,11,50,,vegetative,NA,15,10,19,18,2018-08-26T20:18:47.390Z
2018-06-29T15:54:23.588Z,2_1_3_3,3,26,25,,vegetative,NA,53,44,22,20,2018-08-26T20:18:47.390Z
2018-06-29T15:59:38.287Z,2_1_3_4,4,19,22,,vegetative,NA,17,14,20,18,2018-08-26T20:18:47.390Z
2018-06-29T16:04:49.895Z,2_1_3_5,5,40,46,,vegetative,NA,13,8,15,10,2018-08-26T20:18:47.390Z
2018-06-29T16:10:02.500Z,2_1_3_6,6,31,5,,vegetative,NA,10,11,14,12,2018-08-26T20:18:47.390Z
2018-06-29T16:14:41.458Z,2_1_3_7,7,13,15,,vegetative,NA,23,20,22,18,2018-08-26T20:18:47.390Z
2018-06-29T16:20:01.181Z,2_1_3_8,8,3,17,,vegetative,NA,12,11,20,14,2018-08-26T20:18:47.390Z
2018-06-29T16:23:48.998Z,2_1_3_9,9,30,36,,vegetative,NA,28,12,19,12,2018-08-26T20:18:47.390Z
2018-06-29T16:36:08.106Z,2_1_4_1,1,24,33,,vegetative,75,250,230,2160,100,2018-08-26T20:18:47.390Z
2018-06-29T18:07:08.116Z,2_1_4_10,10,27,37,,vegetative,45,220,130,1090,150,2018-08-26T20:18:47.390Z
2018-06-29T16:54:09.611Z,2_1_4_2,2,19,7,,vegetative,84,400,450,1960,180,2018-08-26T20:18:47.390Z
2018-06-29T16:59:04.353Z,2_1_4_3,3,26,20,,vegetative,NA,320,230,960,140,2018-08-26T20:18:47.390Z
2018-06-29T17:10:09.805Z,2_1_4_4,4,23,36,,vegetative,NA,230,300,1560,170,2018-08-26T20:18:47.390Z
2018-06-29T17:27:57.641Z,2_1_4_5,5,35,48,,vegetative,28,200,150,660,160,2018-08-26T20:18:47.390Z
2018-06-29T17:34:42.446Z,2_1_4_6,6,30,47,,vegetative,49,300,250,1160,170,2018-08-26T20:18:47.390Z
2018-06-29T17:46:41.385Z,2_1_4_7,7,50,9,,vegetative,47,210,200,860,125,2018-08-26T20:18:47.390Z
2018-06-29T17:54:25.605Z,2_1_4_8,8,47,50,,vegetative,20,210,160,340,120,2018-08-26T20:18:47.390Z
2018-06-29T18:00:11.123Z,2_1_4_9,9,40,35,,vegetative,63,350,300,1660,180,2018-08-26T20:18:47.390Z
2018-06-29T18:14:28.425Z,2_1_5_1,1,23,26,,vegetative,NA,158,130,78,84,2018-08-26T20:18:47.390Z
2018-06-29T19:56:05.210Z,2_1_5_10,10,29,43,,vegetative,NA,93,41,62,60,2018-08-26T20:18:47.390Z
2018-06-29T19:10:58.859Z,2_1_5_2,2,3,25,,vegetative,NA,103,80,95,85,2018-08-26T20:18:47.390Z
2018-06-29T19:16:07.894Z,2_1_5_3,3,20,37,,flowering,NA,53,49,146,124,2018-08-26T20:18:47.390Z
2018-06-29T19:21:57.253Z,2_1_5_4,4,6,45,,vegetative,NA,146,70,110,60,2018-08-26T20:18:47.390Z
2018-06-29T19:26:48.982Z,2_1_5_5,5,8,14,,flowering,NA,85,83,100,60,2018-08-26T20:18:47.390Z
